base 2,base 3,base 4,base 5,base 6,base 7,base 8,base 9,base 10,base 11,base 12,base 13,base 14,base 15,base 16
100001101110,2221221,201232,32113,13554,6202,4156,2857,2158,1692,12ba,ca0,b02,98d,86e
100001101111,2221222,201233,32114,13555,6203,4157,2858,2159,1693,12bb,ca1,b03,98e,86f
100001110000,2222000,201300,32120,14000,6204,4160,2860,2160,1694,1300,ca2,b04,990,870
100001110001,2222001,201301,32121,14001,6205,4161,2861,2161,1695,1301,ca3,b05,991,871
100001110010,2222002,201302,32122,14002,6206,4162,2862,2162,1696,1302,ca4,b06,992,872
100001110011,2222010,201303,32123,14003,6210,4163,2863,2163,1697,1303,ca5,b07,993,873
100001110100,2222011,201310,32124,14004,6211,4164,2864,2164,1698,1304,ca6,b08,994,874
100001110101,2222012,201311,32130,14005,6212,4165,2865,2165,1699,1305,ca7,b09,995,875
100001110110,2222020,201312,32131,14010,6213,4166,2866,2166,169a,1306,ca8,b0a,996,876
100001110111,2222021,201313,32132,14011,6214,4167,2867,2167,16a0,1307,ca9,b0b,997,877
100001111000,2222022,201320,32133,14012,6215,4170,2868,2168,16a1,1308,caa,b0c,998,878
100001111001,2222100,201321,32134,14013,6216,4171,2870,2169,16a2,1309,cab,b0d,999,879
100001111010,2222101,201322,32140,14014,6220,4172,2871,2170,16a3,130a,cac,b10,99a,87a
100001111011,2222102,201323,32141,14015,6221,4173,2872,2171,16a4,130b,cb0,b11,99b,87b
100001111100,2222110,201330,32142,14020,6222,4174,2873,2172,16a5,1310,cb1,b12,99c,87c
100001111101,2222111,201331,32143,14021,6223,4175,2874,2173,16a6,1311,cb2,b13,99d,87d
100001111110,2222112,201332,32144,14022,6224,4176,2875,2174,16a7,1312,cb3,b14,99e,87e
100001111111,2222120,201333,32200,14023,6225,4177,2876,2175,16a8,1313,cb4,b15,9a0,87f
100010000000,2222121,202000,32201,14024,6226,4200,2877,2176,16a9,1314,cb5,b16,9a1,880
100010000001,2222122,202001,32202,14025,6230,4201,2878,2177,16aa,1315,cb6,b17,9a2,881
100010000010,2222200,202002,32203,14030,6231,4202,2880,2178,1700,1316,cb7,b18,9a3,882
100010000011,2222201,202003,32204,14031,6232,4203,2881,2179,1701,1317,cb8,b19,9a4,883
100010000100,2222202,202010,32210,14032,6233,4204,2882,2180,1702,1318,cb9,b1a,9a5,884
100010000101,2222210,202011,32211,14033,6234,4205,2883,2181,1703,1319,cba,b1b,9a6,885
100010000110,2222211,202012,32212,14034,6235,4206,2884,2182,1704,131a,cbb,b1c,9a7,886
100010000111,2222212,202013,32213,14035,6236,4207,2885,2183,1705,131b,cbc,b1d,9a8,887
100010001000,2222220,202020,32214,14040,6240,4210,2886,2184,1706,1320,cc0,b20,9a9,888
100010001001,2222221,202021,32220,14041,6241,4211,2887,2185,1707,1321,cc1,b21,9aa,889
100010001010,2222222,202022,32221,14042,6242,4212,2888,2186,1708,1322,cc2,b22,9ab,88a
100010001011,10000000,202023,32222,14043,6243,4213,3000,2187,1709,1323,cc3,b23,9ac,88b
100010001100,10000001,202030,32223,14044,6244,4214,3001,2188,170a,1324,cc4,b24,9ad,88c
100010001101,10000002,202031,32224,14045,6245,4215,3002,2189,1710,1325,cc5,b25,9ae,88d
100010001110,10000010,202032,32230,14050,6246,4216,3003,2190,1711,1326,cc6,b26,9b0,88e
100010001111,10000011,202033,32231,14051,6250,4217,3004,2191,1712,1327,cc7,b27,9b1,88f
100010010000,10000012,202100,32232,14052,6251,4220,3005,2192,1713,1328,cc8,b28,9b2,890
100010010001,10000020,202101,32233,14053,6252,4221,3006,2193,1714,1329,cc9,b29,9b3,891
100010010010,10000021,202102,32234,14054,6253,4222,3007,2194,1715,132a,cca,b2a,9b4,892
100010010011,10000022,202103,32240,14055,6254,4223,3008,2195,1716,132b,ccb,b2b,9b5,893
100010010100,10000100,202110,32241,14100,6255,4224,3010,2196,1717,1330,ccc,b2c,9b6,894
100010010101,10000101,202111,32242,14101,6256,4225,3011,2197,1718,1331,1000,b2d,9b7,895
100010010110,10000102,202112,32243,14102,6260,4226,3012,2198,1719,1332,1001,b30,9b8,896
100010010111,10000110,202113,32244,14103,6261,4227,3013,2199,171a,1333,1002,b31,9b9,897
100010011000,10000111,202120,32300,14104,6262,4230,3014,2200,1720,1334,1003,b32,9ba,898
100010011001,10000112,202121,32301,14105,6263,4231,3015,2201,1721,1335,1004,b33,9bb,899
100010011010,10000120,202122,32302,14110,6264,4232,3016,2202,1722,1336,1005,b34,9bc,89a
100010011011,10000121,202123,32303,14111,6265,4233,3017,2203,1723,1337,1006,b35,9bd,89b
100010011100,10000122,202130,32304,14112,6266,4234,3018,2204,1724,1338,1007,b36,9be,89c
100010011101,10000200,202131,32310,14113,6300,4235,3020,2205,1725,1339,1008,b37,9c0,89d
100010011110,10000201,202132,32311,14114,6301,4236,3021,2206,1726,133a,1009,b38,9c1,89e
100010011111,10000202,202133,32312,14115,6302,4237,3022,2207,1727,133b,100a,b39,9c2,89f
100010100000,10000210,202200,32313,14120,6303,4240,3023,2208,1728,1340,100b,b3a,9c3,8a0
100010100001,10000211,202201,32314,14121,6304,4241,3024,2209,1729,1341,100c,b3b,9c4,8a1
100010100010,10000212,202202,32320,14122,6305,4242,3025,2210,172a,1342,1010,b3c,9c5,8a2
100010100011,10000220,202203,32321,14123,6306,4243,3026,2211,1730,1343,1011,b3d,9c6,8a3
100010100100,10000221,202210,32322,14124,6310,4244,3027,2212,1731,1344,1012,b40,9c7,8a4
100010100101,10000222,202211,32323,14125,6311,4245,3028,2213,1732,1345,1013,b41,9c8,8a5
100010100110,10001000,202212,32324,14130,6312,4246,3030,2214,1733,1346,1014,b42,9c9,8a6
100010100111,10001001,202213,32330,14131,6313,4247,3031,2215,1734,1347,1015,b43,9ca,8a7
100010101000,10001002,202220,32331,14132,6314,4250,3032,2216,1735,1348,1016,b44,9cb,8a8
100010101001,10001010,202221,32332,14133,6315,4251,3033,2217,1736,1349,1017,b45,9cc,8a9
100010101010,10001011,202222,32333,14134,6316,4252,3034,2218,1737,134a,1018,b46,9cd,8aa
100010101011,10001012,202223,32334,14135,6320,4253,3035,2219,1738,134b,1019,b47,9ce,8ab
100010101100,10001020,202230,32340,14140,6321,4254,3036,2220,1739,1350,101a,b48,9d0,8ac
100010101101,10001021,202231,32341,14141,6322,4255,3037,2221,173a,1351,101b,b49,9d1,8ad
100010101110,10001022,202232,32342,14142,6323,4256,3038,2222,1740,1352,101c,b4a,9d2,8ae
100010101111,10001100,202233,32343,14143,6324,4257,3040,2223,1741,1353,1020,b4b,9d3,8af
100010110000,10001101,202300,32344,14144,6325,4260,3041,2224,1742,1354,1021,b4c,9d4,8b0
100010110001,10001102,202301,32400,14145,6326,4261,3042,2225,1743,1355,1022,b4d,9d5,8b1
100010110010,10001110,202302,32401,14150,6330,4262,3043,2226,1744,1356,1023,b50,9d6,8b2
100010110011,10001111,202303,32402,14151,6331,4263,3044,2227,1745,1357,1024,b51,9d7,8b3
100010110100,10001112,202310,32403,14152,6332,4264,3045,2228,1746,1358,1025,b52,9d8,8b4
100010110101,10001120,202311,32404,14153,6333,4265,3046,2229,1747,1359,1026,b53,9d9,8b5
100010110110,10001121,202312,32410,14154,6334,4266,3047,2230,1748,135a,1027,b54,9da,8b6
100010110111,10001122,202313,32411,14155,6335,4267,3048,2231,1749,135b,1028,b55,9db,8b7
100010111000,10001200,202320,32412,14200,6336,4270,3050,2232,174a,1360,1029,b56,9dc,8b8
100010111001,10001201,202321,32413,14201,6340,4271,3051,2233,1750,1361,102a,b57,9dd,8b9
100010111010,10001202,202322,32414,14202,6341,4272,3052,2234,1751,1362,102b,b58,9de,8ba
100010111011,10001210,202323,32420,14203,6342,4273,3053,2235,1752,1363,102c,b59,9e0,8bb
100010111100,10001211,202330,32421,14204,6343,4274,3054,2236,1753,1364,1030,b5a,9e1,8bc
100010111101,10001212,202331,32422,14205,6344,4275,3055,2237,1754,1365,1031,b5b,9e2,8bd
100010111110,10001220,202332,32423,14210,6345,4276,3056,2238,1755,1366,1032,b5c,9e3,8be
100010111111,10001221,202333,32424,14211,6346,4277,3057,2239,1756,1367,1033,b5d,9e4,8bf
100011000000,10001222,203000,32430,14212,6350,4300,3058,2240,1757,1368,1034,b60,9e5,8c0
100011000001,10002000,203001,32431,14213,6351,4301,3060,2241,1758,1369,1035,b61,9e6,8c1
100011000010,10002001,203002,32432,14214,6352,4302,3061,2242,1759,136a,1036,b62,9e7,8c2
100011000011,10002002,203003,32433,14215,6353,4303,3062,2243,175a,136b,1037,b63,9e8,8c3
100011000100,10002010,203010,32434,14220,6354,4304,3063,2244,1760,1370,1038,b64,9e9,8c4
100011000101,10002011,203011,32440,14221,6355,4305,3064,2245,1761,1371,1039,b65,9ea,8c5
100011000110,10002012,203012,32441,14222,6356,4306,3065,2246,1762,1372,103a,b66,9eb,8c6
100011000111,10002020,203013,32442,14223,6360,4307,3066,2247,1763,1373,103b,b67,9ec,8c7
100011001000,10002021,203020,32443,14224,6361,4310,3067,2248,1764,1374,103c,b68,9ed,8c8
100011001001,10002022,203021,32444,14225,6362,4311,3068,2249,1765,1375,1040,b69,9ee,8c9
100011001010,10002100,203022,33000,14230,6363,4312,3070,2250,1766,1376,1041,b6a,a00,8ca
100011001011,10002101,203023,33001,14231,6364,4313,3071,2251,1767,1377,1042,b6b,a01,8cb
100011001100,10002102,203030,33002,14232,6365,4314,3072,2252,1768,1378,1043,b6c,a02,8cc
100011001101,10002110,203031,33003,14233,6366,4315,3073,2253,1769,1379,1044,b6d,a03,8cd
100011001110,10002111,203032,33004,14234,6400,4316,3074,2254,176a,137a,1045,b70,a04,8ce
100011001111,10002112,203033,33010,14235,6401,4317,3075,2255,1770,137b,1046,b71,a05,8cf
100011010000,10002120,203100,33011,14240,6402,4320,3076,2256,1771,1380,1047,b72,a06,8d0
100011010001,10002121,203101,33012,14241,6403,4321,3077,2257,1772,1381,1048,b73,a07,8d1
100011010010,10002122,203102,33013,14242,6404,4322,3078,2258,1773,1382,1049,b74,a08,8d2
100011010011,10002200,203103,33014,14243,6405,4323,3080,2259,1774,1383,104a,b75,a09,8d3
100011010100,10002201,203110,33020,14244,6406,4324,3081,2260,1775,1384,104b,b76,a0a,8d4
100011010101,10002202,203111,33021,14245,6410,4325,3082,2261,1776,1385,104c,b77,a0b,8d5
100011010110,10002210,203112,33022,14250,6411,4326,3083,2262,1777,1386,1050,b78,a0c,8d6
100011010111,10002211,203113,33023,14251,6412,4327,3084,2263,1778,1387,1051,b79,a0d,8d7
100011011000,10002212,203120,33024,14252,6413,4330,3085,2264,1779,1388,1052,b7a,a0e,8d8
100011011001,10002220,203121,33030,14253,6414,4331,3086,2265,177a,1389,1053,b7b,a10,8d9
100011011010,10002221,203122,33031,14254,6415,4332,3087,2266,1780,138a,1054,b7c,a11,8da
100011011011,10002222,203123,33032,14255,6416,4333,3088,2267,1781,138b,1055,b7d,a12,8db
100011011100,10010000,203130,33033,14300,6420,4334,3100,2268,1782,1390,1056,b80,a13,8dc
100011011101,10010001,203131,33034,14301,6421,4335,3101,2269,1783,1391,1057,b81,a14,8dd
100011011110,10010002,203132,33040,14302,6422,4336,3102,2270,1784,1392,1058,b82,a15,8de
100011011111,10010010,203133,33041,14303,6423,4337,3103,2271,1785,1393,1059,b83,a16,8df
100011100000,10010011,203200,33042,14304,6424,4340,3104,2272,1786,1394,105a,b84,a17,8e0
100011100001,10010012,203201,33043,14305,6425,4341,3105,2273,1787,1395,105b,b85,a18,8e1
100011100010,10010020,203202,33044,14310,6426,4342,3106,2274,1788,1396,105c,b86,a19,8e2
100011100011,10010021,203203,33100,14311,6430,4343,3107,2275,1789,1397,1060,b87,a1a,8e3
100011100100,10010022,203210,33101,14312,6431,4344,3108,2276,178a,1398,1061,b88,a1b,8e4
100011100101,10010100,203211,33102,14313,6432,4345,3110,2277,1790,1399,1062,b89,a1c,8e5
100011100110,10010101,203212,33103,14314,6433,4346,3111,2278,1791,139a,1063,b8a,a1d,8e6
100011100111,10010102,203213,33104,14315,6434,4347,3112,2279,1792,139b,1064,b8b,a1e,8e7
100011101000,10010110,203220,33110,14320,6435,4350,3113,2280,1793,13a0,1065,b8c,a20,8e8
100011101001,10010111,203221,33111,14321,6436,4351,3114,2281,1794,13a1,1066,b8d,a21,8e9
100011101010,10010112,203222,33112,14322,6440,4352,3115,2282,1795,13a2,1067,b90,a22,8ea
100011101011,10010120,203223,33113,14323,6441,4353,3116,2283,1796,13a3,1068,b91,a23,8eb
100011101100,10010121,203230,33114,14324,6442,4354,3117,2284,1797,13a4,1069,b92,a24,8ec
100011101101,10010122,203231,33120,14325,6443,4355,3118,2285,1798,13a5,106a,b93,a25,8ed
100011101110,10010200,203232,33121,14330,6444,4356,3120,2286,1799,13a6,106b,b94,a26,8ee
100011101111,10010201,203233,33122,14331,6445,4357,3121,2287,179a,13a7,106c,b95,a27,8ef
100011110000,10010202,203300,33123,14332,6446,4360,3122,2288,17a0,13a8,1070,b96,a28,8f0
100011110001,10010210,203301,33124,14333,6450,4361,3123,2289,17a1,13a9,1071,b97,a29,8f1
100011110010,10010211,203302,33130,14334,6451,4362,3124,2290,17a2,13aa,1072,b98,a2a,8f2
100011110011,10010212,203303,33131,14335,6452,4363,3125,2291,17a3,13ab,1073,b99,a2b,8f3
100011110100,10010220,203310,33132,14340,6453,4364,3126,2292,17a4,13b0,1074,b9a,a2c,8f4
100011110101,10010221,203311,33133,14341,6454,4365,3127,2293,17a5,13b1,1075,b9b,a2d,8f5
100011110110,10010222,203312,33134,14342,6455,4366,3128,2294,17a6,13b2,1076,b9c,a2e,8f6
100011110111,10011000,203313,33140,14343,6456,4367,3130,2295,17a7,13b3,1077,b9d,a30,8f7
100011111000,10011001,203320,33141,14344,6460,4370,3131,2296,17a8,13b4,1078,ba0,a31,8f8
100011111001,10011002,203321,33142,14345,6461,4371,3132,2297,17a9,13b5,1079,ba1,a32,8f9
100011111010,10011010,203322,33143,14350,6462,4372,3133,2298,17aa,13b6,107a,ba2,a33,8fa
100011111011,10011011,203323,33144,14351,6463,4373,3134,2299,1800,13b7,107b,ba3,a34,8fb
100011111100,10011012,203330,33200,14352,6464,4374,3135,2300,1801,13b8,107c,ba4,a35,8fc
100011111101,10011020,203331,33201,14353,6465,4375,3136,2301,1802,13b9,1080,ba5,a36,8fd
100011111110,10011021,203332,33202,14354,6466,4376,3137,2302,1803,13ba,1081,ba6,a37,8fe
100011111111,10011022,203333,33203,14355,6500,4377,3138,2303,1804,13bb,1082,ba7,a38,8ff
100100000000,10011100,210000,33204,14400,6501,4400,3140,2304,1805,1400,1083,ba8,a39,900
100100000001,10011101,210001,33210,14401,6502,4401,3141,2305,1806,1401,1084,ba9,a3a,901
100100000010,10011102,210002,33211,14402,6503,4402,3142,2306,1807,1402,1085,baa,a3b,902
100100000011,10011110,210003,33212,14403,6504,4403,3143,2307,1808,1403,1086,bab,a3c,903
100100000100,10011111,210010,33213,14404,6505,4404,3144,2308,1809,1404,1087,bac,a3d,904
100100000101,10011112,210011,33214,14405,6506,4405,3145,2309,180a,1405,1088,bad,a3e,905
100100000110,10011120,210012,33220,14410,6510,4406,3146,2310,1810,1406,1089,bb0,a40,906
100100000111,10011121,210013,33221,14411,6511,4407,3147,2311,1811,1407,108a,bb1,a41,907
100100001000,10011122,210020,33222,14412,6512,4410,3148,2312,1812,1408,108b,bb2,a42,908
100100001001,10011200,210021,33223,14413,6513,4411,3150,2313,1813,1409,108c,bb3,a43,909
100100001010,10011201,210022,33224,14414,6514,4412,3151,2314,1814,140a,1090,bb4,a44,90a
100100001011,10011202,210023,33230,14415,6515,4413,3152,2315,1815,140b,1091,bb5,a45,90b
100100001100,10011210,210030,33231,14420,6516,4414,3153,2316,1816,1410,1092,bb6,a46,90c
100100001101,10011211,210031,33232,14421,6520,4415,3154,2317,1817,1411,1093,bb7,a47,90d
100100001110,10011212,210032,33233,14422,6521,4416,3155,2318,1818,1412,1094,bb8,a48,90e
100100001111,10011220,210033,33234,14423,6522,4417,3156,2319,1819,1413,1095,bb9,a49,90f
100100010000,10011221,210100,33240,14424,6523,4420,3157,2320,181a,1414,1096,bba,a4a,910
100100010001,10011222,210101,33241,14425,6524,4421,3158,2321,1820,1415,1097,bbb,a4b,911
100100010010,10012000,210102,33242,14430,6525,4422,3160,2322,1821,1416,1098,bbc,a4c,912
100100010011,10012001,210103,33243,14431,6526,4423,3161,2323,1822,1417,1099,bbd,a4d,913
100100010100,10012002,210110,33244,14432,6530,4424,3162,2324,1823,1418,109a,bc0,a4e,914
100100010101,10012010,210111,33300,14433,6531,4425,3163,2325,1824,1419,109b,bc1,a50,915
100100010110,10012011,210112,33301,14434,6532,4426,3164,2326,1825,141a,109c,bc2,a51,916
100100010111,10012012,210113,33302,14435,6533,4427,3165,2327,1826,141b,10a0,bc3,a52,917
100100011000,10012020,210120,33303,14440,6534,4430,3166,2328,1827,1420,10a1,bc4,a53,918
100100011001,10012021,210121,33304,14441,6535,4431,3167,2329,1828,1421,10a2,bc5,a54,919
100100011010,10012022,210122,33310,14442,6536,4432,3168,2330,1829,1422,10a3,bc6,a55,91a
100100011011,10012100,210123,33311,14443,6540,4433,3170,2331,182a,1423,10a4,bc7,a56,91b
100100011100,10012101,210130,33312,14444,6541,4434,3171,2332,1830,1424,10a5,bc8,a57,91c
100100011101,10012102,210131,33313,14445,6542,4435,3172,2333,1831,1425,10a6,bc9,a58,91d
100100011110,10012110,210132,33314,14450,6543,4436,3173,2334,1832,1426,10a7,bca,a59,91e
100100011111,10012111,210133,33320,14451,6544,4437,3174,2335,1833,1427,10a8,bcb,a5a,91f
100100100000,10012112,210200,33321,14452,6545,4440,3175,2336,1834,1428,10a9,bcc,a5b,920
100100100001,10012120,210201,33322,14453,6546,4441,3176,2337,1835,1429,10aa,bcd,a5c,921
100100100010,10012121,210202,33323,14454,6550,4442,3177,2338,1836,142a,10ab,bd0,a5d,922
100100100011,10012122,210203,33324,14455,6551,4443,3178,2339,1837,142b,10ac,bd1,a5e,923
100100100100,10012200,210210,33330,14500,6552,4444,3180,2340,1838,1430,10b0,bd2,a60,924
100100100101,10012201,210211,33331,14501,6553,4445,3181,2341,1839,1431,10b1,bd3,a61,925
100100100110,10012202,210212,33332,14502,6554,4446,3182,2342,183a,1432,10b2,bd4,a62,926
100100100111,10012210,210213,33333,14503,6555,4447,3183,2343,1840,1433,10b3,bd5,a63,927
100100101000,10012211,210220,33334,14504,6556,4450,3184,2344,1841,1434,10b4,bd6,a64,928
100100101001,10012212,210221,33340,14505,6560,4451,3185,2345,1842,1435,10b5,bd7,a65,929
100100101010,10012220,210222,33341,14510,6561,4452,3186,2346,1843,1436,10b6,bd8,a66,92a
100100101011,10012221,210223,33342,14511,6562,4453,3187,2347,1844,1437,10b7,bd9,a67,92b
100100101100,10012222,210230,33343,14512,6563,4454,3188,2348,1845,1438,10b8,bda,a68,92c
100100101101,10020000,210231,33344,14513,6564,4455,3200,2349,1846,1439,10b9,bdb,a69,92d
100100101110,10020001,210232,33400,14514,6565,4456,3201,2350,1847,143a,10ba,bdc,a6a,92e
100100101111,10020002,210233,33401,14515,6566,4457,3202,2351,1848,143b,10bb,bdd,a6b,92f
100100110000,10020010,210300,33402,14520,6600,4460,3203,2352,1849,1440,10bc,c00,a6c,930
100100110001,10020011,210301,33403,14521,6601,4461,3204,2353,184a,1441,10c0,c01,a6d,931
100100110010,10020012,210302,33404,14522,6602,4462,3205,2354,1850,1442,10c1,c02,a6e,932
100100110011,10020020,210303,33410,14523,6603,4463,3206,2355,1851,1443,10c2,c03,a70,933
100100110100,10020021,210310,33411,14524,6604,4464,3207,2356,1852,1444,10c3,c04,a71,934
100100110101,10020022,210311,33412,14525,6605,4465,3208,2357,1853,1445,10c4,c05,a72,935
100100110110,10020100,210312,33413,14530,6606,4466,3210,2358,1854,1446,10c5,c06,a73,936
100100110111,10020101,210313,33414,14531,6610,4467,3211,2359,1855,1447,10c6,c07,a74,937
100100111000,10020102,210320,33420,14532,6611,4470,3212,2360,1856,1448,10c7,c08,a75,938
100100111001,10020110,210321,33421,14533,6612,4471,3213,2361,1857,1449,10c8,c09,a76,939
100100111010,10020111,210322,33422,14534,6613,4472,3214,2362,1858,144a,10c9,c0a,a77,93a
100100111011,10020112,210323,33423,14535,6614,4473,3215,2363,1859,144b,10ca,c0b,a78,93b
100100111100,10020120,210330,33424,14540,6615,4474,3216,2364,185a,1450,10cb,c0c,a79,93c
100100111101,10020121,210331,33430,14541,6616,4475,3217,2365,1860,1451,10cc,c0d,a7a,93d
100100111110,10020122,210332,33431,14542,6620,4476,3218,2366,1861,1452,1100,c10,a7b,93e
100100111111,10020200,210333,33432,14543,6621,4477,3220,2367,1862,1453,1101,c11,a7c,93f
100101000000,10020201,211000,33433,14544,6622,4500,3221,2368,1863,1454,1102,c12,a7d,940
100101000001,10020202,211001,33434,14545,6623,4501,3222,2369,1864,1455,1103,c13,a7e,941
100101000010,10020210,211002,33440,14550,6624,4502,3223,2370,1865,1456,1104,c14,a80,942
100101000011,10020211,211003,33441,14551,6625,4503,3224,2371,1866,1457,1105,c15,a81,943
100101000100,10020212,211010,33442,14552,6626,4504,3225,2372,1867,1458,1106,c16,a82,944
100101000101,10020220,211011,33443,14553,6630,4505,3226,2373,1868,1459,1107,c17,a83,945
100101000110,10020221,211012,33444,14554,6631,4506,3227,2374,1869,145a,1108,c18,a84,946
100101000111,10020222,211013,34000,14555,6632,4507,3228,2375,186a,145b,1109,c19,a85,947
100101001000,10021000,211020,34001,15000,6633,4510,3230,2376,1870,1460,110a,c1a,a86,948
100101001001,10021001,211021,34002,15001,6634,4511,3231,2377,1871,1461,110b,c1b,a87,949
100101001010,10021002,211022,34003,15002,6635,4512,3232,2378,1872,1462,110c,c1c,a88,94a
100101001011,10021010,211023,34004,15003,6636,4513,3233,2379,1873,1463,1110,c1d,a89,94b
100101001100,10021011,211030,34010,15004,6640,4514,3234,2380,1874,1464,1111,c20,a8a,94c
100101001101,10021012,211031,34011,15005,6641,4515,3235,2381,1875,1465,1112,c21,a8b,94d
100101001110,10021020,211032,34012,15010,6642,4516,3236,2382,1876,1466,1113,c22,a8c,94e
100101001111,10021021,211033,34013,15011,6643,4517,3237,2383,1877,1467,1114,c23,a8d,94f
100101010000,10021022,211100,34014,15012,6644,4520,3238,2384,1878,1468,1115,c24,a8e,950
100101010001,10021100,211101,34020,15013,6645,4521,3240,2385,1879,1469,1116,c25,a90,951
100101010010,10021101,211102,34021,15014,6646,4522,3241,2386,187a,146a,1117,c26,a91,952
